work-id,section_num,page_url,section_title,section_url
,1.4.6.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,1. The Objection: Scripture Is the Savor of Death,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#1-the-objection-scripture-is-the-savor-of-death
,1.4.6.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,2. Refutation: The Proximate Cause Is Human Depravity,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#2-refutation-the-proximate-cause-is-human-depravity
,1.4.6.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,3. The Principle of Partial or Ordered Causes,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#3-the-principle-of-partial-or-ordered-causes
,1.4.7,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,G. Sixth Argument: Two Chief Objections from Accidents,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#g-sixth-argument-two-chief-objections-from-accidents
,1.4.7.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,1. The Twofold Accident Objected,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#1-the-twofold-accident-objected
,1.4.7.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,2. Response to “Scripture Is Most Corrupt”,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#2-response-to-scripture-is-most-corrupt
,1.4.7.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,3. Response to “Authority from Human Opinion Only”,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#3-response-to-authority-from-human-opinion-only
,1.4.7.3.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,a. The Blasphemous Nature of This Thought,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#a-the-blasphemous-nature-of-this-thought
,1.4.7.3.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/,b. The True Source of Scripture’s Authority,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-authority-of-scripture/#b-the-true-source-of-scripture-s-authority
,1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,CONCERNING THE END OF SACRED SCRIPTURE,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#concerning-the-end-of-sacred-scripture
,1.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,I. The Necessity and Excellence of Scripture’s End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#i-the-necessity-and-excellence-of-scripture-s-end
,1.1.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,A. The Manifold Dignity of Scripture Proving an Excellent End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#a-the-manifold-dignity-of-scripture-proving-an-excellent-end
,1.1.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,B. The Certainty of a Definite End for Scripture,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#b-the-certainty-of-a-definite-end-for-scripture
,1.1.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,C. The Impossibility of Divine Work Without Contemplation of End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#c-the-impossibility-of-divine-work-without-contemplation-of-end
,1.1.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,D. The Manifest Necessity of an Excellent End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#d-the-manifest-necessity-of-an-excellent-end
,1.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,II. The Twofold End of Sacred Scripture Defined,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#ii-the-twofold-end-of-sacred-scripture-defined
,1.2.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,A. The Double Good Corresponding to Double End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#a-the-double-good-corresponding-to-double-end
,1.2.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,B. The Two Genera of Objects in Counsel and Will,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#b-the-two-genera-of-objects-in-counsel-and-will
,1.2.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,C. The Proper Designation of Primary and Secondary Ends,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#c-the-proper-designation-of-primary-and-secondary-ends
,1.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,III. The Glory of God as the Supreme End of Scripture Demonstrated,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#iii-the-glory-of-god-as-the-supreme-end-of-scripture-demonstrated
,1.3.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,A. Introduction to the Threefold Demonstration,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#a-introduction-to-the-threefold-demonstration
,1.3.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,B. From the Nature of God,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#b-from-the-nature-of-god
,1.3.2.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,"1. God as Infinite, Self-Sufficient, and Supreme Good",https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#1-god-as-infinite-self-sufficient-and-supreme-good
,1.3.2.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,2. The Absurdity of Any Other End Than God Himself,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#2-the-absurdity-of-any-other-end-than-god-himself
,1.3.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,C. From the Common Nature of All Created Things,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#c-from-the-common-nature-of-all-created-things
,1.3.3.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,1. All Things Moved Toward God as Universal Good,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#1-all-things-moved-toward-god-as-universal-good
,1.3.3.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,2. The Necessary Distinction Between Natural and Rational Appetite,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#2-the-necessary-distinction-between-natural-and-rational-appetite
,1.3.3.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,3. The Condition of Natural Appetite in Non-Rational Creatures,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#3-the-condition-of-natural-appetite-in-non-rational-creatures
,1.3.3.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,4. The Different Condition of Rational Appetite,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#4-the-different-condition-of-rational-appetite
,1.3.3.5,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,5. The Singular Condition of Rational Appetite Regarding the Supreme End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#5-the-singular-condition-of-rational-appetite-regarding-the-supreme-end
,1.3.3.6,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,6. The Argument from Human Nature,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#6-the-argument-from-human-nature
,1.3.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,D. Scriptural Confirmation of God’s Glory as Supreme End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#d-scriptural-confirmation-of-god-s-glory-as-supreme-end
,1.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,IV. Man’s Original Knowledge and Subsequent Loss of the Supreme End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#iv-man-s-original-knowledge-and-subsequent-loss-of-the-supreme-end
,1.4.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,A. Right Reason’s Original Knowledge and Intended Action,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#a-right-reason-s-original-knowledge-and-intended-action
,1.4.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,B. Man’s Aberration from the Supreme End Through Sin,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#b-man-s-aberration-from-the-supreme-end-through-sin
,1.5,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,V. The Secondary End: The Good of the Elect After the Fall,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#v-the-secondary-end-the-good-of-the-elect-after-the-fall
,1.5.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,A. The Occasion for the Secondary End Presented to God,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#a-the-occasion-for-the-secondary-end-presented-to-god
,1.5.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,"B. The Singular Document Given to Man, Not to the Devil",https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#b-the-singular-document-given-to-man-not-to-the-devil
,1.5.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,C. The Demonstration and Bestowal of Evil and Cure,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#c-the-demonstration-and-bestowal-of-evil-and-cure
,1.5.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,D. Scripture’s Fourfold Provision for Man’s Quadruple Defect,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#d-scripture-s-fourfold-provision-for-man-s-quadruple-defect
,1.5.4.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,1. Doctrine of the Supreme End Against Man’s Ignorance and Aberration,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#1-doctrine-of-the-supreme-end-against-man-s-ignorance-and-aberration
,1.5.4.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,2. Doctrine of Man and Just Ordination Against Man’s IgnoranceThereof,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#2-doctrine-of-man-and-just-ordination-against-man-s-ignorancethereof
,1.5.4.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,3. Doctrine of Repentance and Faith Against Exclusion by the Evil of Guilt,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#3-doctrine-of-repentance-and-faith-against-exclusion-by-the-evil-of-guilt
,1.5.4.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,4. Doctrine of Liberation and Eternal Life Against the Evil of Punishment,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#4-doctrine-of-liberation-and-eternal-life-against-the-evil-of-punishment
,1.6,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,VI. Conclusion: The Dual End of Scripture Recapitulated,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#vi-conclusion-the-dual-end-of-scripture-recapitulated
,1.6.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,A. God’s Work for His Own Glory as the Supreme End,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#a-god-s-work-for-his-own-glory-as-the-supreme-end
,1.6.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,B. The Twofold Argument Exhibited in Scripture,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#b-the-twofold-argument-exhibited-in-scripture
,1.6.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,C. The Far Greater Glory of the Second Benefit,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#c-the-far-greater-glory-of-the-second-benefit
,1.6.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/,D. Summary and Doxology,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-end-of-sacred-scripture/#d-summary-and-doxology
,1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,CONCERNING THE EFFICIENT CAUSE OF SACRED SCRIPTURE,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#concerning-the-efficient-cause-of-sacred-scripture
,1.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,I. The Impossibility of Created Efficient Causation of Sacred Scripture,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#i-the-impossibility-of-created-efficient-causation-of-sacred-scripture
,1.1.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,A. The Dignity of Scripture Confirmed by Its Essential Parts,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#a-the-dignity-of-scripture-confirmed-by-its-essential-parts
,1.1.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,B. The Incapacity of Creatures to Supply Matter or Form,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#b-the-incapacity-of-creatures-to-supply-matter-or-form
,1.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,II. God as the Absolute Efficient Cause of Scripture,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#ii-god-as-the-absolute-efficient-cause-of-scripture
,1.2.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,A. The Triune God as Author and Efficient Cause,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#a-the-triune-god-as-author-and-efficient-cause
,1.2.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,B. The Divine Communication and Testimony,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#b-the-divine-communication-and-testimony
,1.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,III. The Twofold Mode of Divine Communication,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#iii-the-twofold-mode-of-divine-communication
,1.3.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,A. The Two Modes: Speech and Scripture,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#a-the-two-modes-speech-and-scripture
,1.3.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,B. The Twofold Mode of Divine Speech,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#b-the-twofold-mode-of-divine-speech
,1.3.2.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,1. The Distinction Between Internal/Spiritual and External/Corporeal Speech,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#1-the-distinction-between-internal-spiritual-and-external-corporeal-speech
,1.3.2.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,2. The Immediate and Mediate Manner of Both Modes,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#2-the-immediate-and-mediate-manner-of-both-modes
,1.3.2.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,3. Internal and Spiritual Speech,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#3-internal-and-spiritual-speech
,1.3.2.3.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,a. Immediate Internal Speech with Angels and Godly Men,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#a-immediate-internal-speech-with-angels-and-godly-men
,1.3.2.3.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,b. Mediate Internal Speech Through Angels,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#b-mediate-internal-speech-through-angels
,1.3.2.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,4. External and Corporeal Speech,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#4-external-and-corporeal-speech
,1.3.2.4.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,a. Immediate External Speech by the Son,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#a-immediate-external-speech-by-the-son
,1.3.2.4.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,b. Mediate External Speech in Three Ways,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#b-mediate-external-speech-in-three-ways
,1.3.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,C. Scripture as the Second Mode of Communication,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#c-scripture-as-the-second-mode-of-communication
,1.3.3.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,1. The Immediate and Mediate Writing of Scripture,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#1-the-immediate-and-mediate-writing-of-scripture
,1.3.3.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,2. Immediate Writing by God Himself,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#2-immediate-writing-by-god-himself
,1.3.3.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,3. Mediate Writing Through God’s Servants,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#3-mediate-writing-through-god-s-servants
,1.4,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,IV. The Divine Testimonies Confirming God’s Authorship,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#iv-the-divine-testimonies-confirming-god-s-authorship
,1.4.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,A. The Twofold Division of Testimonies: Ordinary and Extraordinary,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#a-the-twofold-division-of-testimonies-ordinary-and-extraordinary
,1.4.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,B. Extraordinary Testimonies or Signs,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#b-extraordinary-testimonies-or-signs
,1.4.2.1,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,1. The Two Genera of Extraordinary Testimonies,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#1-the-two-genera-of-extraordinary-testimonies
,1.4.2.2,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,2. Symbolic Testimonies,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#2-symbolic-testimonies
,1.4.2.3,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/,3. Energetic Testimonies,https://confessionallyreformed.wordpress.com/2025/12/25/franciscus-junius-the-elder-c-1545-1602-on-the-efficient-cause-of-sacred-scripture/#3-energetic-testimonies
